,category,proportion
0,3,1.0
1,0,0.0
2,5,0.7
3,0,0.0
4,5,0.5918367346938775
5,5,0.025
6,0,0.0
7,3,0.25806451612903225
8,3,0.07142857142857142
9,5,0.9117647058823529
10,5,0.04285714285714286
11,0,0.0
12,1,0.33658536585365856
13,3,0.7941176470588235
14,3,1.0
15,3,1.0
16,3,0.8333333333333334
17,0,0.0
18,2,0.11764705882352941
19,1,0.835820895522388
20,1,1.0
21,1,1.0
22,1,1.0
23,1,0.10989010989010989
24,0,0.0
25,0,0.0
26,1,0.950207468879668
27,4,0.33451957295373663
28,2,0.007407407407407408
29,2,0.06666666666666667
30,2,0.0962962962962963
31,0,0.0
32,4,0.1827956989247312
33,4,1.0
34,3,0.17479674796747968
35,3,0.1917808219178082
36,1,0.10256410256410256
37,1,0.12903225806451613
38,0,0.0
39,0,0.0
40,0,0.0
41,0,0.0
42,0,0.0
43,0,0.0
44,1,0.7751004016064257
45,1,1.0
46,1,0.15789473684210525
47,0,0.0
48,4,0.6060606060606061
49,4,1.0
50,4,0.09333333333333334
51,2,0.125
52,0,0.0
53,0,0.0
54,0,0.0
55,0,0.0
56,0,0.0
57,2,0.006172839506172839
58,2,0.0070921985815602835
59,1,0.07042253521126761
60,1,1.0
61,1,0.1780821917808219
62,0,0.0
63,3,0.12987012987012986
64,4,0.15666666666666668
65,0,0.0
66,1,0.37790697674418605
67,1,1.0
68,1,0.3146853146853147
69,1,0.7766990291262136
70,1,0.745
71,4,0.6772151898734177
72,4,1.0
73,4,0.7352941176470589
74,0,0.0
75,1,0.5169491525423728
76,3,0.8175438596491228
77,3,0.32903225806451614
78,0,0.0
79,1,0.6304347826086957
80,1,0.4015748031496063
81,1,0.1049618320610687
82,2,0.5764705882352941
83,0,0.0
84,0,0.0
85,0,0.0
86,2,0.7634854771784232
87,2,0.23236514522821577
88,1,0.2773109243697479
89,1,0.2328767123287671
90,1,1.0
91,1,1.0
92,1,1.0
93,1,1.0
94,1,1.0
95,1,0.5333333333333333
96,4,0.27631578947368424
97,1,0.7222222222222222
98,1,0.7012987012987013
99,3,0.3353658536585366
100,3,1.0
101,3,0.19583333333333333
102,4,0.3132530120481928
103,5,0.1323529411764706
104,5,0.2099236641221374
105,0,0.0
106,0,0.0
107,1,0.5642857142857143
108,1,1.0
109,1,1.0
110,1,0.8571428571428571
111,4,0.05217391304347826
112,4,0.17142857142857143
113,0,0.0
114,0,0.0
115,1,0.648068669527897
116,0,0.0
117,0,0.0
